,Unnamed: 0,Unnamed: 1,SON ETİKET,Unnamed: 3
4219,Row3615,Eski piyasaya bak aq hitler alman arabasının bu kadar değerleneceğini bilse yahudi sikmez araba sikerdi https://t.co/DVmxvvwAtu,nefret,dini
4220,Row3682,"Gerçek Hikaye...

Yahudi Salomon ile Mişon...

#Bitcoin https://t.co/yC0FVtH57u",hiçbiri,
4221,Row4309,"Yemek tencerede pişer fakat onur tabağın olur.

Yahudi  Atasözü",hiçbiri,
4222,Row4326,"Küçük hırsızlar asılır, büyük hırsızlar affedilir.
Yahudi Atasözü",hiçbiri,
4223,Row4360,"Bir palavra, bir palavradır. İki palavra, iki palavradır. Üç palavraysa, siyasettir.
Yahudi Atasözü",hiçbiri,
4224,Row4527,"Venedik yine Venediklilerden oluşmuş bir yer; peki ya içimizdeki Venediklilere , yahudi ve ABD ve İngiliz uşaklarına ve onların tohumlarına ne demek lazım o zaman... Rabbim bu münafıkların şerrinden muhafaza buyursun inşaALLAH. https://t.co/QYkLjmlSNi",nefret,"etnik,dini"
4225,Row4656,Sen önce kıbleye doğru ören sonra dindarlar laf söyle cahil sefil mesnetsiz kukla Yahudi uşağı https://t.co/20Y4JOSEpZ,nefret,dini
4226,Row4803,"Yahuda'nin soyuna Yahudi denir...  Irktir yani dikey veya yatay gecis yapilamaz... Bu arada pacalarindan dokuluyor, temizle ortaligi. https://t.co/iZPLurND8z",hiçbiri,
4227,Row4882,kaptan Amerika'nın en büyük düşmanı hitlerdir ve kaptan Amerika'nın yaratıcısı Stan Lee yahudi gereksiz bilgi sizeee,hiçbiri,
4228,Row5067,yahudi kızlar sever mi,hiçbiri,
4229,Row5281,"Türkiye'de genç Yahudi olmak: ""İstanbul benim evimdir ama bitti"" https://t.co/SNHI1SmmFd @YouTube aracılığıyla",hiçbiri,
4230,Row5833,Amsterdam’da bulunan Rijkmusium ağır hasta bir kadının son isteğini yerine getiriyor. Kadın Rembrant’ın “Yahudi gelini” isimli tablosunu son bir kez görmek için sedyesiyle müzeye getirilmiş... 💐 https://t.co/0WfNpy0czq,hiçbiri,
4231,Row5868,"Yahudi dünyasi düsman, icerdeki müridleri düsman. https://t.co/DokOkThNYO",nefret,dini
4232,Row5899,"93 yıldır kurdukları kahpe saltanat yıkıldı diyemi kuduruyor rum,yahudi ve,chp, hdp ,gibileri.🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷",nefret,"etnik,dini,siyasi"
4233,Row5934,"Irkcı olmayın ;
Alevi, sunni, Türk,kürt,laz, yahudi ,hıristıyan ,deist,dindar 
Bırakın bunları 
hırsıza, tecavüzcüye, vatanı satana, yetim hakkı yiyene, komşusu açken tok yatana, görevini  yapmayanlara,size eğitim hakkı vermeyenlere dur deyin..yoksa kütüğünde ne yazmış size ne...",hiçbiri,
4234,Row6183,Yahudilerin bundan haberi varmı? Zira yahudiler annesi yahudi olmayanı kabul etmez :)) https://t.co/hKXiHFBNjR,hiçbiri,
4235,Row6214,"Israel Epstein (1915-2005), Polonyalı Yahudi, Çin Komünist Partisi üyesi  / Çin'e komünizmi Yahudiler getirdi!",hiçbiri,
4236,Row6285,Madem öyle şimdi niye yok böyle olaylar!Türkeş'in yahudi bir aileye mensup olduğu söyleniyo ve şuan Devlet Bahceli'nin ülkücü gençleri korumaya almasi bunu doğrular nitelikte. https://t.co/mgUXHajcFn,hiçbiri,
4237,Row6359,yahudi soykırımının iç yüzüyle karşılaştıkça yahudilerle empati kurup üzülüyorum ama yahudiler de bugün hala kendi yedikleri haltlardan biraz utansalar keşke,nefret,dini
4238,Row6442,"Budur.
Dünyanın yönetimini kaybetmemek için yahudi hırsız canilerin bir puştluğu olmasın bu salgın?
Sonuçta, TÜRKİYE'Yİ ve DÜNYAYI yönetip, soyan yahudi hırsız caniler ve ülkelerin işbirlikçileridir.
Ülkeleri yönetenlerin soyuna bakın, sonuca varın.
Anlayanlara günaydın. https://t.co/rhFlgiM0cS",nefret,dini
4239,Row6542,"1-Şeyh Bedreddin'nin Yoldaşı Börklüce Mustafa (1414-1416) da Nazım Hikmet'in şiirinde belirttiği gibi: "" Aydın'nın Türk Köylüsü/Sakızlı Rum Gemiciler/Yahudi esnafları/Onbin mülhid yoldaşı Börklüce Mustafanın/Düşman ormanına on bin balta gibi daldı"" Osmanlı Börklüce'yi Alevileri + https://t.co/6MFk2FS0zv",hiçbiri,
4240,Row6745,"3) Yasef Nassi, Kanuni döneminde Osmanlı sarayı ile yakın ilişkileri ile Yahudileri yerleşmesini sağlamak istemiş ve bu isteğine ulaşmış, Tiberya'da bir Yahudi yerleşim bölgesi kurma izni almıştır.",hiçbiri,
4241,Row8809,"View of Jerusalem from Jewish Cemetery, Palestine, 1900s 
Yahudi Mezarlığı'ndan Kudüs Manzarası, Filistin, 1900'ler   #SyariahSolusiTuntas   .✊✊. #DtkMc https://t.co/GpsAN2dgWW",hiçbiri,
4242,Row8933,"Yahudi olamaz, Musevi olur :) https://t.co/cohHu3r3gt",hiçbiri,
4243,Row9276,Yahudiliğe geçiş sınavı ile mi geçmiş? Duyurunca bitiyor mu? Anasının yahudi olması gerekmiyor muydu? Sonradan olma oluyor muydu? Bilen aydınlatsın lütfen. :)) https://t.co/RvOCi2xnxD,hiçbiri,
4244,Row9320,"Prensip olarak annesi yahudi olmayan hiç bir şahıs, yahudiliğe kabul edilmez..
Önce öğrenin sonra yazın. https://t.co/4sK0kytzQ7",hiçbiri,
4245,Row9431,buna gecen gecmış bu ıslamdan gecse ne olur  bunların efendılerı  yahudı tasmasıyla dolaşıyor  zaten https://t.co/dRnYLBCsbh,nefret,dini
4246,Row9490,RT ABD dostlugu-Yahudi cesaret ödülü-2004.flv https://t.co/Pc3Yp7DgZh @YouTube aracılığıyla,hiçbiri,
4247,Row9540,"Cihan Harbinde Almanca nesredilen Islam Dünyasi dergisinde Filistin´deki Yahudi ""Kolonistleri"" epey olumlu tanitilmis. Koloni/ Kolonist tabiri cekinmeden kullanilmasi da dikkat cekici. https://t.co/h7H5VR3FOJ",hiçbiri,
4248,Row9582,"🇺🇸ABD Dışişleri Bakanı Blinken:

Washington, iki devletli çözümün; bir Filistin devletinin yanında bir Yahudi devleti olarak İsrail'in geleceği için en iyi garanti olduğuna inanıyor. 

- York Markets/Aljazeera

#blinken #dolar #usdtry https://t.co/nYADM7zx1m",hiçbiri,
4249,Row9646,"Siyaset neden gara üzerinden kutuplaşıyor çok basit cevap
Yahudi kongresi (ıcfr) abd Londra telaviv bop planı devam etsin diye aldatmaca Türkiyede siyasetin bop planına göre şekillenmesini istiyor ters yüz yapıyor kandil İmralı etkisini istiyor #AcıkveNet",hiçbiri,
4250,Row9676,"sonra Altın kalpli bir bilim adamı çıktı.Yahudi kökenli Amerikalı bir doktordu Jonas Edward Salk..yaşadığı şehirde onlarca küçük çocuğun gözleri önünde ölmesi,sakat kalması onu Çocuk Felci Aşısı için büyük yol katedmesini sağladı.bulduğu Çocuk Felci Aşısı tüm dünyaya UMUT oldu++ https://t.co/TvKtXOaXzA",hiçbiri,
4251,Row9680,Saçlarım yahudi dalgası olsun istiyorum ama kezzapla yıkasam bile bozulmasın,hiçbiri,
4252,Row9700,"ABD Dışişleri Bakanı Blinken, İsrailli mevkidaşı ile görüşmüş:

İki devletli çözüm, demokratik bir Filistin devletiyle barış içinde yaşayan Yahudi ve demokratik bir İsrail devletinin geleceği için en iyi çözümdür. https://t.co/8delOxhz0U",hiçbiri,
4253,Row9719,#nibas bunu yapanlar kesin yahudi yada ermeni olmalı benim ülkemin rızkını yiyip vebal aliyorlar. Milleti soymak hosunuzami gidiyor,nefret,"etnik,dini"
4254,Row9731,Boston'a taşınıp Yahudi avukat bir bayanla izdivaç edeceğim.,hiçbiri,
4255,Row9734,"#AlevilikYargılanamaz alevilik baya övgü sebebi olarak algınlanmanın yanında yahudi cemaatlerinkinden daha sağlam ticari birlik neticesinde zenginliktir.

teşekkürler kemal kılıçtaroğlu 
@baranhuan",hiçbiri,
4256,Row9780,"‘Yer Yazarı’ Yahudi yazarlardan yaptığı alıntıları yorumluyordu ve analitik çıkarımlarda bulunurken de, antisemit ya da başka bir suçlamaya maruz kalmayacak netlikte, gerçek Yahudilerin de haklarına sahip çıkan yaklaşımını muhafaza ediyordu; https://t.co/9jVZcETlJM",hiçbiri,
4257,Row9795,Bu yahudi benim vergimle mecliste yiyip içip yatıyor zehir zıkkım olsun yemek nasip olmasın kör kurşunlara gelsin..... https://t.co/o20DazG7aF,nefret,dini
4258,Row9819,"Elin yahudi domuzu tahrif ettikleri, tüm kutsallığını ayaklarının altına aldıkları kitaplarına harfiyen uyarken, bizler Hz Ali (RA) dediği üzere ""bir tek vav harfinin çengeline dünyayı taksan değiştiremezsin"" dediği Kuranı Kerim'e ne kadar tabiyiz acaba?",nefret,dini
4259,Row9842,"Alman ticaretle değil üretimle uğraşır 
Fransız parfümeri açar. 
Yahudi kuyumcu açar..
Amerikalı teknoloji mağazası..
Türk ise  En fazla ciro yapan dükkanın aynısı açar. https://t.co/caaX3RazyC",hiçbiri,
4260,Row9858,Drahoma bir yahudi geleneğidir ve evlenirken kız tarafının erkeğe verdiği para ve maldır İstanbulda görev yaptığımda özellikle adalarda bu geleneğin devam ettiğini görmüştüm,hiçbiri,
4261,Row9888,"""gerçeği çoğaltmak için matbacıyım"" diyor nazi kampındaki yahudi tutsak.

Abdurrahman Gök gazetecidir..
#GazetecilikSuçDeğildir",hiçbiri,
4262,Row9943,evet ama almanyada yahudi ve komünistler küçük azınlıklardı..burada onların yerine konanlar ülkenin yarısından çok fazla.. https://t.co/RxlAWSU8Xt,hiçbiri,
4263,Row9991,"din ≠ din mensupları
din= kurallar+mitoloji
din mensupları = insan 
islam ≠ müslüman
hristiyanlık ≠ hristiyan
yahudilik ≠ yahudi
.
.
.",hiçbiri,
4264,Row4,Ey yahudi kafir oğlu bu müslüman ülkesinden defol #KatilÇinTürkiyedenDefol,nefret,dini
4265,Row14,Üniversite okumayanlar özlük haklarından feragat mi etsinler yani? Okumayanlar ikinci Sınıf vatandaş mı olsunlar? Okumayanlara Nazi Almanyasındaki Yahudi muamelesi mi yapılsın? Demokrasinin gücü bireylerin eşit haklara sahip olmasından gelmiyor mu? https://t.co/iR6Ijs8BXA,hiçbiri,
4266,Row23,"Budur.
Ortada çalacak para kalmayınca, hırsız soyubozuk şerefsizlerin sayısı da çok olunca, paylaşım kavgası çıkması normal.
Bu durum, abd, rusya arasında bile oluyor.
Ülkemizdeki hırsızların soyu da, zaten çoğu rus asıllı yahudi, hristiyan hain hırsızlar, sinsi kriptolardır. https://t.co/eNriv5ukg7",nefret,"etnik,dini"
4267,Row25,"🔴 Polonya’da, Nazi’lerin öldürdüğü 29 Yahudi’ye ait toplu mezar bulundu Polonya’nın başkenti Varşova’da son yılların en büyük toplu mezarı bulundu. İkinci Dünya Savaşı’nda yaklaşık 6 milyon Polonya vatandaşı Yahudi, Naziler https://t.co/z8WFemh9Qn https://t.co/1SAvnAUnb3",hiçbiri,
4268,Row28,"ABD düşünsün. Yahudi sermayesi nasıl BK'dan ABD'ye kaydıysa, şimdi de Çin'e kayacak. https://t.co/76MPwHpr57",hiçbiri,
4269,Row29,Yahudi değilim ama onlara yapılan her türlü haksızlığa karşıyım.,hiçbiri,
4270,Row30,"#Akpcocuklari Benimde polis jandarma Yahudi'nin emriyle peşimde koşuyor
Ama bir türlü üzerimde mal yakalayamadılar
Ama maskem boynumda diye ceza kesmekle yetindiler
YAHUDİLER ÖLECEK
YAHUDİLER ÖLECEK
YAHUDİLER ÖLECEK",nefret,dini
4271,Row35,"Bizim kendi vatandaşına ""illet zillet"" diyecek kadar insanlıktan nasibini almamış şuursuz insanlara değil, Yahudi cenazesi geçerken saygısından dolayı ayağa kalkan, peygamber terbiyesinden nasibini almış şuurlu insanlara ihtiyacımız var.",hiçbiri,
4272,Row36,"Bunu yapmazlarsa İngiltere Yahudi Bankerleri, İngiltere Emperyalizminin silahşörleri olarak Türkiye'yi teslim alacak. RTE, IMF den kredi almayıp yüksek faizle bu bankerlerden borç alıyor. Hazine garantisi yemeğin kalan kısmı. İngiltere savaşta alamadığını RTE ile alıyor. https://t.co/PLtXl7WN2X https://t.co/1GUKl5s7Zn",nefret,dini
4273,Row38,"Önce insan olacaksın,sonra Müslüman ya da Hristiyan ya da Yahudi...Tüm bu dinler,insana insanlığı öğretebilmek için sunulmuşlardır.Sen insan olmayı başarabilmek için doğduğunu anlamadıysan, hangi dine inandığının hiçbir anlamı yok.
Çünkü din gidilen bir yoldur,varılan yer değil.",hiçbiri,
4274,Row40,"Aklıma şey geldi, ortaokulda psikopat bir dincimiz vardı, derste bize Hitler’i falan savunmuştu, yahudi soykırımını iyi bir şey gibi göstermeye çalışmıştı manyak adam",hiçbiri,
4275,Row45,"❗Sadece beyin jimnastiği.

Günümüz Çin-ABD rekabetini WW2 dönemindeki bazı olaylarla benzetiyorum.

Çin = Nazi Almanyası
ABD ve Asya-Pasifik'teki müttefikleri = WW2 Müttefik Kuvvetleri

Uygur toplama kampları = Nazilerin Yahudi toplama kampları",hiçbiri,
4276,Row47,"Kudüs’teki Yahudi Nüfus %70 Oldu!
Haber Detay ---->>> https://t.co/8UPXFQE5qI https://t.co/Rngi6HlcDP",hiçbiri,
4277,Row49,Müslüman Hristiyan Yahudi’yim şimdilik üç din biliyorum Çok günahım var o yüzden ben hepsiyle ibadet edecem 🧐,hiçbiri,
4278,Row50,"#Kayserili Ahmet ve #Yahudi Simon'un Hem Güldüren Hem Tefekkür Ettiren Hikâyesi ile karşınızdayız.

Videonun Devamı 👇👇👇👇

https://t.co/HZ43AG7b0M

#Kayseri #Yahudi #Hikaye #Kıssa #Hisse #Nur #Ahlak #Edep #İslam #Kuran #Din #Vicdan #Adalet #Filistin https://t.co/Pd35O0J6Zi",hiçbiri,
4279,Row54,"Muhtelif zamanlarda yahudi lobisine Akepenin ödediği paralar
https://t.co/1WB4Kn4eVQ",hiçbiri,
4280,Row55,"Budur.
Yahudi, hristiyan hırsız caniler, herzaman, kana ve vahşete doymayan acımasız mahluklar olmuştur. 
1900'lü yılların başında, hicaz demiryolu ihalesini kaybeden ingiliz, rus devletlerine verilen doğu illerimizden birkaçını valiliği ile artan isyanlar unutulmamalı. https://t.co/iFDZVW9hLY",nefret,dini
4281,Row57,"Endex yukarı giderken bile hisseyi baskılayıp Ky i zarara sokan , satmaya zorlayan yahudi köpeklerinin yaşaması helal midir acaba ?",nefret,dini
4282,Row58,"ANDOLSUN ki yeryüzünde bir tek yahudi,ve fetö cü kalmayacak👈 https://t.co/Rw5VjyxdRs",nefret,dini
4283,Row60,Bu anlayışın ve medeniyetin son temsilcisi Osmanlı bu nedenle dışarıdan Siyonist merkez ve Batı dünyasının ittifakı içeriden dönme yahudi ihaneti ile yıkılarak hakim olduğu coğrafyada yine bu merkezlerin kontrolünde T.C. dahil 70 küsur devlet(!) kurulmuştur.,nefret,dini
4284,Row61,"Kitap ehli ile arasında ki tek fark 
kalıpları olan ve Allah azze ve Celle'nin emirlerini sadece cuma gününe has 
kılanlara şunu hatırlamak gerekir.

Yahudi'ler cumartesi günü sinagoglarda
Nasrani'ler pazar günü kiliselerde 
vicdanlarını rahatlatmak için ibadet
ediyorlar.",hiçbiri,
4285,Row66,"#İsrail'de Kafr Qasim kentinde, #Filistinli ailelere ait onlarca arabanın lastikleri ""Bedelini Öde"" adındaki radikal #Yahudi grup tarafından parçalandı. https://t.co/5QMbSfTiTQ",hiçbiri,
4286,Row85,"Faşist biri değilim ama bazen bu kesim için diyorum ki

Siz olsanız Yahudi
Ben olurum bir nazi
Sabun yapsam keşke sizi
Anca işe yararsınız
Çünkü şuanda oksijen israfısınız

#19YıldaYüzyıllıkDevrim",nefret,dini
4287,Row90,Bugün cuma ali koc golfu viskiyi.birak namaza basla artik yahudi mason israil ajani pis oc,nefret,dini
4288,Row91,"Mescid-i Aksa'da neler oluyor?

Mescid-i Aksa'nın Meğaribe Kapısı'nda sözde Tapınak hakkında kitaplar dağıtıldı.

Aynı zamanda Yahudi yerleşimciler ve işgalci İsrail polisleri Mescid-i Aksa avlusunda beraberce hatıra fotoğrafları çektirdiler. https://t.co/nTGH0QMmeq",hiçbiri,
4289,Row103,"hocam şapkayı yahudilerden mi aldık diye. Yahudi kipasını takke diye takıyor, yahudi gibi sünnet oluyor kurban kesiyor yahudiye benzemiyor, peygamberini peygamber diye kabul ediyor, ama şapkayı görünce eyvah yahudiye benzedik diye Atatürk'e saldırıyor...",hiçbiri,
4290,Row104,"Adamın adı yusuf, oğlunun ismi Musa torununa Bünyamin, ismi vermiş, 3000 senelik yahudi ismi bunlar, sonra kalkıp soruyor:",hiçbiri,
4291,Row117,"Balkanlar'ı ayrı severim. Selanik, Sofya, Belgrad, kırları, yeşilliği, denizi, Slav dillerinin Türkçe, Yunanca, Kafkasya'dan gelen Rumlarla karşılaşması, Arnavut tadı. Nemli yaz akşamları, hüzünlü sonbaharlar, biten arkadaşlıklar, uzun yürüyüşler. Müslüman, Yahudi mirası. Çok hoş",hiçbiri,
4292,Row145,"4-Yahudilik geleneklerine göre, Tanrı, Roş Aşana'da (Yahudi bayramı) insanların kader kitaplarını açar ve Yom Kipur'da (Pişmanlık günü/tevbe bayramı) karar alıp kitapları kapatır. Arada 10 gün vardır; On Pişmanlık Günü derler. +++",hiçbiri,
4293,Row166,"Sanki haçlı seferlerini ben organize ettim. Sanki kuduse yahudi ve müslümanları katletmeye ben gittim.Sanki sudan da mali de cezayir de afganistan ırak suriyede milyonları ben katlettim, Sanki kıbrısta,hocalida insanlar ben zulm ettim.
Ben bunları hatırlattikca niye ırkçı oluyom",hiçbiri,
4294,Row190,rüyalarımda imkansızı kovalamayı bırakamıyorum dün gece yahudi ilan edildim,hiçbiri,
4295,Row194,"Melek mosso... büyük dedesi yahudi bir kuyumcu. İstanbul'un gerçek yerlilerinden, dükkânları beyoğlun'da. İki hafta önce uğradığımda uzun uzun sohbet etme fırsatı bulmuştum",hiçbiri,
4296,Row198,"1882-1900 arasında yaklaşık 20 bin Rus Yahudisi Filistin'e yerleşti. Rothschild Ailesi,2Abdülhamit döneminde Filistin'de çok sayıda Yahudi kolonisi kurdu. Öyle ki Edmond Rothschild, Filistin'de kurduğu 40 yerleşim yeri için “Yishuv'un Babası” unvanını almaya hak kazandı. +",hiçbiri,
4297,Row204,"Etik konusundaki düşüncelerini ortaya koyduğu Ethica (Etik) diye de bilinen Scito te Ipsum (Kendini Tanı / Bil) ve Dialogus Inter Philosophum, Judaeum et Christianum (Filozof, Yahudi ve Hristiyan Arasında Dİyalog) adlı yapıtlarında insan ilşkilerindeki öznel öğeyi kurgular ve +",hiçbiri,
4298,Row207,"5-insanız, insanla alakalı her şeye değer veririz amma usulünce

muhammed as,
yanından bir yahudi cenazesi geçince ayağa kalktığında çevresinde şaşkınca bakanlara ne demişti

evet yahudi olabilir bu kendi tercihidir ama o bir insandır

işte bizim dinimiz islam budur",hiçbiri,
4299,Row219,Çıkarlarımız için İsrail'le işbirliği yapmamız gerekiyorsa İsrail'dir. Filistin'de yaptığı işgal önemli değildir. Diğer devletler içinde bu böyledir. O Hristiyan diğeri Yahudi diye bakamayız.,hiçbiri,
4300,Row223,"Sabetay Sevi'nin döneminde yaşamış Hayatizade Mustafa Feyzî Efendi 
Şalom güzel bir makale yayınlamış ..

Osmanlı sarayında Yahudi kökenli bir başhekim Hayatizade Mustafa Feyzî efendi

https://t.co/J0Vz0YpXyJ",hiçbiri,
4301,Row224,"""Türk-Yahudi Tarihi""nin 'Ortak Acıları'ndan biridir Mora Katliamı... Balkanlar'ın çözülüşünde yaşananlar, çok şey anlatır, öğretir bizlere.... https://t.co/RdTany8ISk",hiçbiri,
4302,Row227,Muhsin başkanı suikastle şehit ettiğini itiraf ediyor aslında bu yahudi feto https://t.co/uU5zHUJ2lF,nefret,dini
4303,Row228,Dünyadaki Her Türlü Fanilikten Uzak Hayat Süren Hasidik Yahudi Cemaati: Satmar https://t.co/VTk523Fkev,hiçbiri,
4304,Row229,"Son olarak olayı şurada noktalamak isterim ki; ben bayramlara ""katliam"" gözüyle bakmıyorum. Her bayramın kanlı bir geçmişi illa vardır. Önemli olan bu bayramı mutlulukla kutlamaktır. Gerek Yahudi Bayramı, Gerek Yunan Bayramı hepsini kutlarım. Her millete saygım vardır.",hiçbiri,
4305,Row231,ve bence yahudi veya satanist olsam bile buna kimse laf edemez evet muskuman bir ailenin evladiyim ama illa musluman olucam diye bir sey goremiyorum orta da yani,hiçbiri,
4306,Row232,"Şanlıurfa / Türkiye'de 2000 yıllık Yahudi kitapları bulundu.

Sembolizme dikkat edin.

Örneğin, Eski Alman Kimlik Kartının arkasına bakın. https://t.co/lWeJB4p5k7",hiçbiri,
4307,Row234,herkesin dini kendine ateist olabilirsin hristiyan olabilir ya da musluman ya da yahudi ama hicbir din nefreti hak etmez hicbiri,hiçbiri,
4308,Row235,paylastigim seyler yuzunden yahudi ve satanist damgasi yiyorum bu cok komik,hiçbiri,
4309,Row237,"Hocalı'da katledilen analarımız bacılarımız geldi aklıma... ve birçok yerde katledilen yahudi dostlarımız... yunandan ermeniden naziden rustan çinliden çok çektik hala çekiyoruz... Dilerim bize yapılanlar bilinir ve hatırlanır. Paylaşalım, aktaralım hafızamız diri kalsın https://t.co/SKyH2Zu4xo",nefret,etnik
4310,Row238,Ortaçağ Hıristiyanları ve onların  bitmek bilmez Yahudi fantazileri.,hiçbiri,
4311,Row243,"Ahahahah ciddi misiniz?
Bakın sizin neye inandığınız zerre umrumda değil.Umrumda olmadığı için karışmıyorum da. Istersen ateist ol istersen hristiyan,yahudi. Ben bu dine inanıyorum.Saygı diye ağlayan insanların islamofobik davranması ayrı bir ironi. https://t.co/m9JOYIfGio",hiçbiri,
4312,Row247,"Bir Yahudi’den, en  sıkıntılı bölgeleri bir Onbaşı ile yöneten Osmanlı itirafı: https://t.co/5ueP7caAkg",hiçbiri,
4313,Row249,"Nazi Partisi, 1933 yılından itibaren eşcinsel organizasyonları yasaklamış, eşcinsellikle ilgili bilimsel kitapları yakmış, eşcinselleri kısırlaştırmış ve tutuklamıştır. Yine Nazi Toplama Kamp'larının Yahudi olmayan tutsakları eşcinseller olmuştur.

#LGBTİHaklarıİnsanHakları",hiçbiri,
4314,Row252,"Türk'üm doğruyum çalışkanım dediler, ermeni-yahudi çıktılar, devamlı devleti bankaları soydular, 80 sene sadece heykel yapıp yan gelip yattılar.",nefret,"etnik,dini"
4315,Row253,"Erdoğan Gece Gündüz Dolaşıp Özellikle Yahudi Tefecileri İngiliz Metresi Şerefsiz Arabları Ülkeye Davet Ediyordu Yatırım İçin Bir Zamanlar 
#kırklarelivaliliğihaddinibil 
#SınırlarınıZorla 
#erolbulut
#Melihgökçek",nefret,"etnik,dini"
4316,Row254,Yahudi olmasi.onemi değil bizim ūfurukculer  ne iş yapıyo acaba https://t.co/4giTTbFxaJ,hiçbiri,
4317,Row255,"Anabolu’da Türk-Yahudi toplam 750, Fenar’da 1.000, Tripoliçe’de ise 2.000 yerleşik Türk hane tespit edilmişti. Balyabadra’nın nüfusu ise 10 bin civarındaydı [65]. Ahmed Lûtfî Efendi, isyanın daha ilk günlerinde Mora’da en az 35 bin Türk’ün katledildiğini yazmaktadır [66].",hiçbiri,
4318,Row268,"Din sahibi ırk sahibi olmadan önce insan olabilsek keşke.. sonra müslüman hristiyan yahudi türk kürt laz vs olmayı en güzel şekilde başaracağımıza inanıyorum.
Bütün dinlerde önce insan olmaktan vicdan sahibi olmaktan bahsetmez mi zaten. #insanlıkiçin #FıratDelikanlıTutuklansın",hiçbiri,
4319,Row269,Bu bağlayış istilâya uğramış Yahudi cemaatinin “düşmandan” gebe kalan kadınların doğurdukları çocuklarının akıbetini esasa bağlama demektir. Vaftiz olarak adlandırdığımız tören Yahudi olsun olmasın bütün insanların kilisenin kurtarıcılığına sığındığına işarettir.,hiçbiri,
4320,Row270,hem de resulü olduğu gerçeği varoluş sayesinde insan hayatını bizatihi insan tarafından hissedilebilir şekle sokan anlamı yerine oturtur. Ortodoks Yahudiler bir insanla aynı dinden olduklarını anasının Yahudi oluşuna bağlar.,hiçbiri,
4321,Row271,"Bunun bizi Yahudi ve Hıristiyanlarla birlikte din bakımından aynı çevreyi teşkil etmeğe zorladığı görüşüne şartlanmışızdır. Hâlbuki her iki dinle aramızdaki ayrılık, her iki bâtıl itikada aykırılık burada başlar.",hiçbiri,
4322,Row274,"Tam adı Jacob Ludwig Felix Mendelssohn Bartholdy olan Alman besteci, 3 Şubat 1809 tarihinde Hamburg’da doğdu. Tanınmış bir Yahudi ailenin oğlu olan Mendelssohn, 18. yüzyılın önemli filozofu Moses Mendelssohn’un torunudur. https://t.co/b6pGDp2F9t",hiçbiri,
4323,Row276,acık ögretimden din kültürü sınavına girdim yahudi olarak cıktım amk dalga mı geciyosunuz milletle ya,saldırgan,
4324,Row279,"Küreselciler Şeytan Tarikatı dünyayı ele geçirmek için adımlar atıyor.. Küreselciler Şeytan Tarikatı tüm dinlerin düşmanı = Yahudi Hristiyan Müslüman
https://t.co/LB5dKFiY2i",hiçbiri,
4325,Row281,"Geçmişte parlamentolar arası temaslar... Hariciyecimizin State Department’ta, askerimizin Pentagon’da gerçekleştirdiği kulisler... Yahudi lobisinin baskısı... ve en başta Türk mevkidaşının telefonu ABD başkanını Ermeni lobilerine verdiği sözden döndürürdü. https://t.co/Nv2WaNFr9Y",hiçbiri,
4326,Row282,"dünyanın en tatlı dili ladino.
türkçe şivesiyle ispanyolca konuşan yahudi muhacirlerin dili.",hiçbiri,
4327,Row284,"Medresenin banisi olan Kepenekçi Hoca Sinan Efendi aslında sonradan #Müslüman olan İstanbul doğumlu bir #Yahudi. Rivayet o ki, gördüğü bir rüya sonrası #İslam’a geçmek istemiş ve bu isteği Kanuni Sultan Süleyman tarafından uygun bulunmuş. Daha sonra medreselerde hocalık yapmış. https://t.co/Wkz1QaROI6",hiçbiri,
4328,Row293,"Turan'dan Yahudi Mahallelerine İlişkin Açıklama

https://t.co/dmB0xiEmNN",hiçbiri,
4329,Row297,arkadaslar yahudi olaniniz var mi ciddi soruyorum,hiçbiri,
4330,Row299,"1915 den beri oyleler,amerikan sigorta sirketleri sigortaladi Ermenileri sonra ortadan yok oldular,1945'e gelene kadar 6milyon Yahudi yakildi sonra soldan amerika sagdan rusya girdi yani olan olmustu ki son ornek Srebrenitska da yasandi!Ab&abd tum katliamlari soykirimlari izledi! https://t.co/ujSmPrRjD8",hiçbiri,
4331,Row302,"1911'de #TarihteBugün ABD'nin en büyük endüstriyel facialarından olan Triangle Gömlek Fabrikası yangınında 146 işçi öldü. Ölenlerin çoğu 14-23 yaşlarında Yahudi ve İtalyan göçmen kadınlardı. Rose Schneiderman faciadan sonra iş koşullarına dair konuşmuştu.
https://t.co/9oJK0KaloH",hiçbiri,
4332,Row306,Yahudi siyonistlerin tanımıyla tanrıyı kıyamete zorlamaktır https://t.co/lIeOUsYJYN,hiçbiri,
4333,Row319,"Yunanlılar ele geçirdikleri bölgelerdeki Müslüman ve Yahudi kültürel varlıklarını talan etmiş ve her şeyi yıkmışlardır. Gelinen noktada, geçmişte görünüşü yaşayışı ile klasik bir Türk kenti olan Atina, Selanik, Navarin, Tripoliçe vs yerler bugün tarihi ile alakasız hale gelmistir",nefret,etnik
4334,Row320,"Belçika dergisi DNA testinin sonuçlara göre
Ari bir ırk yaratmaya çalışan
Hitler'in kendisi de saf bir ırkın genlerini taşımıyor
Babası Alois'nin Maria Schickelgruber adlı hizmetçi ile
19 yaşında bir Yahudi olan Frankenberger'in gayrimeşru çocuğu olduğu düşünülüyor.",hiçbiri,
